url,category_code,category_description,date_added,source,notes,
mate1.com,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
matrimony.org,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
maven.co.il,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
meaphone.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
medecinsdumonde.org,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mediafire.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
medicinenet.com,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
megaproxy.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
metacafe.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
metacrawler.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
metal-archives.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
microsofttranslator.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mideastyouth.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mininova.org,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mizzima.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
moderndrunkardmagazine.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
monacogoldcasino.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mormon.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mozilla.org,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
msf.org,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
msn.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
muhammadanism.com,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mytrans.com.tw,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
mywebcalls.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
namecheap.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
naral.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nato.int,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nature.org,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
navy.mil,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nazarene.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nazi-lauck-nsdapao.com,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ndi.org,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ned.org,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
neonjoint.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
netaddress.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
netaddress.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
netflix.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
netzoola.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
newnownext.com/franchise/the-backlot,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ning.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nmrc.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
no-ip.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
no-porn.com,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nsa.gov,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
nytimes.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ohchr.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
occrp.org/en,NEWS,News Media,2020-04-14,Community member,,
ohchr.org/english/bodies/hrcouncil,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
oic-oci.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
oicc.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
oikoumene.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
okcupid.com,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
om.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
omct.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
on-instant.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
oneworld.net,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
online-dating.org,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
online-translator.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
onlinedating.com,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
onlinegambling.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
onlinewomeninpolitics.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
oovoo.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
opec.org,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
opendns.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
opensocietyfoundations.org,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
opioids.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
originalelf.com,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
orthodoxconvert.info,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
osce.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ou.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
outrightinternational.org,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
oxfam.org,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pacom.mil,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
paganpride.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
paltalk.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pandora.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
partypoker.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
partypoker.net,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
paypal.com,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pc2call.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pcgamer.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pcusa.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pdhre.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
peacefire.org/circumventor/simple-circumventor-instructions.html,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
people.com.cn,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
peta.org,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pgp.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
phenoelit.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
photobucket.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pinterest.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
piratenpartei.ch,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
piratpartiet.se,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
planetromeo.com,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
plannedparenthood.org,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
playboy.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pmi.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pof.com,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pogo.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
poker.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pokerpages.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pokerroom.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pokerstars.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pornhub.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-08-05,
positive.org,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
postcards-for-iran.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
postmaster.co.uk,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
pravda.ru,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
premaritalsex.info,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
privacyinternational.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
privaterra.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
prolife.com,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
prophetofdoom.net,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
protest.net,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
protonmail.com,COMT,Communication Tools,2017-10-11,securityfirst,,
proxyweb.net,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
purevpn.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
quantico.marines.mil,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
queernet.org,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
queerty.com,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rackspace.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
radicalparty.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
radioislam.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rambler.ru,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ran.org,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rbf.org,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
realbeer.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
reddit.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
refugeesinternational.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
religiousconsultation.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
religioustolerance.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
reproductiverights.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
repubblica.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rescue.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rfa.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rferl.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rfi.fr,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
riftgame.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
righttodie.ca,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
riverbelle.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rockstargames.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rollingstone.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rollitup.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rotten.com,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
roulette.sh,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
roxypalace.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
royalvegas.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rt.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ruf-ch.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
runescape.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
rxmarijuana.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
samesexmarriage.ca,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
satp.org,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
savethechildren.net,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sbc.net,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
scarleteen.com,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
schwarzreport.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
scientology.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-08-05,
scribd.com,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
scruff.com,LGBT,LGBT,2016-07-22,OONI,Updated by OONI on 2017-02-14,
sealswcc.com,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
search.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
searchindia.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
securenym.net,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
securityfocus.com,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
securitytracker.com,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
secfirst.org,HUMR,Human Rights Issues,2017-11-09,securityfirst,,
sendspace.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sendthisfile.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
serials.ws,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sex.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sexandu.ca,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sexandu.ca/fr,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sexedlibrary.org,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sexualhealth.com,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
shinto.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
shroomery.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sida.se,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
siecus.org,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sina.com.cn,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
skype.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
slideshare.net,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
slotland.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
slsknet.org,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
socom.mil,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
solicitorsfromhell.com,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sos-reporters.net,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
southcom.mil,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
spark.com,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
speeddater.co.uk,DATE,Online Dating,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
spinpalace.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sportingbet.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
sportsinteraction.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
square-enix.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
state.gov,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
state.gov/j/drl,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
stopstreetharassment.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
stratcom.mil,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
stumbleupon.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
submission.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
survive.org.uk,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
systranbox.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
talafone.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tango.me,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
teenhealthfx.com,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
teensource.org,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
telegraph.co.uk,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
terredeshommes.nl,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
terrorismfiles.org,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
theepochtimes.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
theglobalfund.org,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
thegooddrugsguide.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
theguardian.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
thehacktivist.com,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
themwl.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
theonion.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
theregister.co.uk,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tialsoft.com/download,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tialsoft.com/multitranse,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tmz.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tobacco.org,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
topcities.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
topdrawers.com,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
torproject.org,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
towleroad.com,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
transferbigfiles.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
translate.ru,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
transparency.org,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
transwhiz.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tripod.lycos.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
truthnet.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tsroadmap.com,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
tumblr.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
twistedinternet.com,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
twitch.tv,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
typepad.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
u4.no,POLR,Political Criticism,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ucc.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ultimate-anonymity.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ultimatebirthcontrol.com,XED,Sex Education,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
umc.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
un.int,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
un.org,IGO,Intergovernmental Organizations,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
un.org/docs/sc,IGO,Intergovernmental Organizations,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
un.org/rights,IGO,Intergovernmental Organizations,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
unaids.org,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
unfpa.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
unfpa.org/swp,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
unhcr.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
unicef.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
unlockme.co.uk,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
unwatch.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
upci.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
usacasino.com,GMB,Gambling,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
usafa.af.mil,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
usaid.gov,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
uscg.mil,GOVT,Government,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ushmm.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
utorrent.com,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
vanguardnewsnetwork.com,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
vatican.va,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
venus.com,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
veoh.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
vibe.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
viber.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
victoriassecret.com,PROV,Provocative Attire,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
videogamereview.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
voanews.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
volcanomail.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
vonage.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wallpapergate.com,FILE,File-sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
walmart.com,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
warchild.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
warhammeronline.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
washingtontimes.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wcicc.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
webbox.com/index.php,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
webspawner.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
webwombat.com.au,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
weebly.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
weforum.org,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
well.com,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
well.com/user/queerjhd,LGBT,LGBT,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wetplace.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wftucentral.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
whatsapp.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-08-05,
whitepages.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
whitepower.com,HATE,Hate Speech,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
who.int,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2020-02-04,
